vaucher,site,lat,lon,bio3,bio6,bio4,bio11,bio5,bio1,bio10,elevate,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio8,bio9,bio2,bio7
"9075","Ourense, Vilar  de Cruces",42.146281000000002,-7.656734000000000,38.00000,15.00000,5191.00000,58.00000,260.00000,121.00000,190.00000,71.00000,1087.00000,149.00000,22.00000,46.00000,416.00000,98.00000,98.00000,411.00000,64.00000,190.00000,95.00000,245.00000
"9085","Lugo, Monforte de Lemos",42.529167999999999,-7.575504000000000,39.00000,29.00000,5005.00000,74.00000,266.00000,135.00000,201.00000,255.00000,915.00000,127.00000,22.00000,42.00000,341.00000,92.00000,92.00000,327.00000,79.00000,201.00000,93.00000,237.00000
"9086","Lugo, Monforte de Lemos",42.529167999999999,-7.575504000000000,39.00000,29.00000,5005.00000,74.00000,266.00000,135.00000,201.00000,255.00000,915.00000,127.00000,22.00000,42.00000,341.00000,92.00000,92.00000,327.00000,79.00000,201.00000,93.00000,237.00000
"9087","Lugo, Monforte de Lemos",42.529167999999999,-7.575504000000000,39.00000,29.00000,5005.00000,74.00000,266.00000,135.00000,201.00000,255.00000,915.00000,127.00000,22.00000,42.00000,341.00000,92.00000,92.00000,327.00000,79.00000,201.00000,93.00000,237.00000
"9088","Lugo, Monforte de Lemos",42.529167999999999,-7.575504000000000,39.00000,29.00000,5005.00000,74.00000,266.00000,135.00000,201.00000,255.00000,915.00000,127.00000,22.00000,42.00000,341.00000,92.00000,92.00000,327.00000,79.00000,201.00000,93.00000,237.00000
"9089","Lugo, Monforte de Lemos",42.529167999999999,-7.575504000000000,39.00000,29.00000,5005.00000,74.00000,266.00000,135.00000,201.00000,255.00000,915.00000,127.00000,22.00000,42.00000,341.00000,92.00000,92.00000,327.00000,79.00000,201.00000,93.00000,237.00000
"9111","Coruña, Corrubedo",42.524507000000000,-9.037037000000000,39.00000,81.00000,3291.00000,107.00000,230.00000,148.00000,191.00000,0.00000,1147.00000,161.00000,25.00000,46.00000,460.00000,107.00000,131.00000,414.00000,115.00000,190.00000,59.00000,149.00000
"9112","Coruña, Corrubedo",42.524507000000000,-9.037037000000000,39.00000,81.00000,3291.00000,107.00000,230.00000,148.00000,191.00000,0.00000,1147.00000,161.00000,25.00000,46.00000,460.00000,107.00000,131.00000,414.00000,115.00000,190.00000,59.00000,149.00000
"9113","Coruña, Corrubedo",42.524507000000000,-9.037037000000000,39.00000,81.00000,3291.00000,107.00000,230.00000,148.00000,191.00000,0.00000,1147.00000,161.00000,25.00000,46.00000,460.00000,107.00000,131.00000,414.00000,115.00000,190.00000,59.00000,149.00000
"9114","Coruña, Corrubedo",42.524507000000000,-9.037037000000000,39.00000,81.00000,3291.00000,107.00000,230.00000,148.00000,191.00000,0.00000,1147.00000,161.00000,25.00000,46.00000,460.00000,107.00000,131.00000,414.00000,115.00000,190.00000,59.00000,149.00000
"9115","Coruña, Corrubedo",42.524507000000000,-9.037037000000000,39.00000,81.00000,3291.00000,107.00000,230.00000,148.00000,191.00000,0.00000,1147.00000,161.00000,25.00000,46.00000,460.00000,107.00000,131.00000,414.00000,115.00000,190.00000,59.00000,149.00000
"109344",Tanger-Asilah,37.624427777777797,-5.978797222222220,39.00000,49.00000,6232.00000,102.00000,357.00000,179.00000,261.00000,255.00000,581.00000,85.00000,2.00000,62.00000,243.00000,20.00000,24.00000,229.00000,111.00000,260.00000,122.00000,308.00000
"109347",Tanger-Asilah,37.624427777777797,-5.978797222222220,39.00000,49.00000,6232.00000,102.00000,357.00000,179.00000,261.00000,255.00000,581.00000,85.00000,2.00000,62.00000,243.00000,20.00000,24.00000,229.00000,111.00000,260.00000,122.00000,308.00000
"109359",Kenitra,34.207913888888903,-6.575777777777780,43.00000,70.00000,4548.00000,125.00000,305.00000,183.00000,242.00000,133.00000,571.00000,113.00000,0.00000,77.00000,284.00000,8.00000,10.00000,261.00000,135.00000,239.00000,103.00000,235.00000
"109360",Kenitra,34.207913888888903,-6.575777777777780,43.00000,70.00000,4548.00000,125.00000,305.00000,183.00000,242.00000,133.00000,571.00000,113.00000,0.00000,77.00000,284.00000,8.00000,10.00000,261.00000,135.00000,239.00000,103.00000,235.00000
"109379",Mamora,34.063549999999999,-6.550961111111110,45.00000,69.00000,4567.00000,124.00000,310.00000,181.00000,242.00000,0.00000,552.00000,106.00000,0.00000,75.00000,268.00000,8.00000,10.00000,250.00000,134.00000,238.00000,109.00000,241.00000
"109380",Mamora,34.063549999999999,-6.550961111111110,45.00000,69.00000,4567.00000,124.00000,310.00000,181.00000,242.00000,0.00000,552.00000,106.00000,0.00000,75.00000,268.00000,8.00000,10.00000,250.00000,134.00000,238.00000,109.00000,241.00000
"109388",Ksar el Kebir,35.040444444444397,-6.039455555555560,45.00000,55.00000,4684.00000,121.00000,319.00000,182.00000,242.00000,133.00000,696.00000,135.00000,0.00000,80.00000,366.00000,10.00000,14.00000,366.00000,121.00000,240.00000,121.00000,264.00000
"109389",Ksar el Kebir,35.040444444444397,-6.039455555555560,45.00000,55.00000,4684.00000,121.00000,319.00000,182.00000,242.00000,133.00000,696.00000,135.00000,0.00000,80.00000,366.00000,10.00000,14.00000,366.00000,121.00000,240.00000,121.00000,264.00000
